epoch,train_reconstruction_loss,train_vq_loss,train_physics_loss,train_total_loss,val_reconstruction_loss,val_physics_loss,divergence_error,residual_norm,codebook_perplexity,codebook_utilization,lr
35,0.029720105431973932,0.02768215063214302,1.1557297520637513,0.05740225602686405,0.038725401856936514,1.241869494318962,0.17913788557052612,2.2350025177001953,466.1572704187879,1.0,0.00011117714323462187
36,0.029523111306130886,0.027809866473078728,1.1528744406700133,0.05733297766745091,0.03753247961867601,1.1809651870280504,0.1761907935142517,2.1830127239227295,462.63545276788784,1.0,0.00010364745084375787
37,0.02934174145013094,0.02785000239312649,1.1427017388343812,0.05719174380600452,0.03803702269215137,1.2228393480181694,0.17954403162002563,2.222240686416626,466.44476539080796,1.0,9.624480756820493e-05
38,0.02897130037844181,0.028114984966814516,1.1495970897674561,0.0570862852782011,0.03757387702353299,1.1973957642912865,0.1768726408481598,2.1955878734588623,466.75648369690276,1.0,8.898950353862994e-05
39,0.02863285269588232,0.028137220956385135,1.140312343597412,0.05677007368206978,0.038129187654703856,1.1919118538498878,0.17677798867225647,2.1922450065612793,463.75932470725644,1.0,8.190142503906796e-05
40,0.028686928272247315,0.02732210695743561,1.1248237447738647,0.05600903521478176,0.037392933503724635,1.1709894463419914,0.17554491758346558,2.176569938659668,465.70440036753376,1.0,7.500000000000001e-05
41,0.028014762058854104,0.027895976677536963,1.1322128348350524,0.055910738691687584,0.03736670722719282,1.2245078422129154,0.18132391571998596,2.2230005264282227,465.4199640043655,1.0,6.830414474774596e-05
42,0.028119889460504054,0.02814246005564928,1.136262674331665,0.056262349501252175,0.03707360883709043,1.183803465217352,0.17680829763412476,2.186432361602783,467.3108776888038,1.0,6.183221215612902e-05
43,0.027775796175003052,0.027653879858553408,1.1205500831604005,0.055429675862193106,0.03758217743597925,1.2009702399373055,0.17841051518917084,2.200863838195801,466.18451384230315,1.0,5.560194134252439e-05
44,0.027719127848744394,0.028118462197482586,1.1290385613441467,0.0558375901132822,0.03784539119806141,1.2088491022586823,0.1794753521680832,2.2095751762390137,464.19276888320377,1.0,4.96304090461713e-05
45,0.027890162259340285,0.02801677705347538,1.130677511692047,0.055906939253211024,0.03694475325755775,1.1766452435404062,0.1745426058769226,2.1815884113311768,463.52041731915847,1.0,4.393398282201787e-05
46,0.027725113674998282,0.027289734676480295,1.1153994383811952,0.05501484827697277,0.03700915875378996,1.1793251652270555,0.17543925344944,2.1823248863220215,462.5458079089682,1.0,3.8528276178390874e-05
47,0.027392230749130247,0.0277310022264719,1.1269125628471375,0.0551232331097126,0.03680317127145827,1.176807127892971,0.17449721693992615,2.1786344051361084,461.61443487608875,0.998046875,3.342810578145436e-05
48,0.027206810861825942,0.02778885516524315,1.1277721807956695,0.05499566602706909,0.03719470638316125,1.2020980324596167,0.17811176180839539,2.201157331466675,462.94266997883676,0.998046875,2.8647450843757894e-05
49,0.028122565180063248,0.028495590254664423,1.1830874972343446,0.05661815539002418,0.037709327531047165,1.2068924121558666,0.18178825080394745,2.203803300857544,463.83020611521954,1.0,2.4199414808186403e-05
50,0.0330119859278202,0.03256044802069664,1.6034041666984558,0.06557243385910988,0.07023952982854098,4.3982840441167355,0.424887478351593,4.009464740753174,472.2115716600409,1.0,2.0096189432334187e-05
51,0.32325753155350684,0.1301630308777094,19.405237510681154,0.453420560926199,0.2451817956753075,23.77898472547531,1.442529320716858,9.718697547912598,407.87337461552806,0.982421875,1.6349021371744827e-05
52,0.1974665589928627,0.10229237452149391,23.033138595581054,0.2997589339017868,0.1865284820087254,20.59084951877594,1.2464849948883057,9.040553092956543,453.65279063662774,0.998046875,1.2968181353609849e-05
53,0.17801468938589096,0.11463966163992882,21.371620193481444,0.29265435123443606,0.19011607766151428,21.62165677547455,1.2677128314971924,9.265806198120117,465.0166068254019,1.0,9.962936025419734e-06
54,0.1722679411172867,0.11162117326259613,20.779165588378905,0.28388911521434784,0.1843003910034895,20.763743072748184,1.2403242588043213,9.103769302368164,468.16431219025964,0.998046875,7.3415225557269666e-06
55,0.16689364290237427,0.11294921207427978,19.76340835571289,0.27984285521507263,0.1811943226493895,19.982536166906357,1.2177330255508423,8.92771053314209,467.87239786866695,1.0,5.111126056639751e-06
56,0.1645893968939781,0.11413537925481797,19.301228721618653,0.2787247775793076,0.18043753877282143,19.561175286769867,1.2056663036346436,8.808833122253418,468.9152928205766,1.0,3.2778598899291457e-06
57,0.16339282143115996,0.11435744094848632,19.021829498291016,0.277750261425972,0.18005703436210752,19.452926367521286,1.204351544380188,8.77263069152832,467.55125792543254,1.0,1.8467489107293506e-06
58,0.162672834277153,0.11446552759408951,18.875992179870604,0.277138360619545,0.17965471278876066,19.41473624110222,1.203137993812561,8.759017944335938,466.97662120759077,1.0,8.217156947589897e-07
59,0.16259832435846328,0.1144346914589405,18.915487655639648,0.277033016204834,0.18000657577067614,19.331631004810333,1.1985634565353394,8.742234230041504,468.35081598249684,1.0,2.05569786813925e-07
60,0.16257603085041047,0.11437085941433907,18.842211616516114,0.27694689023494723,0.18044211342930794,19.081750988960266,1.1987231969833374,8.683459281921387,467.2701117104625,1.0,0.0
